http://www.elruinaversal.com/2017/06/10/rae-incluira-la-palabra-lady-en-el-diccionario-del-idioma-espanol-como-definicion-de-mujer-problematica/,RAE INCLUIRÁ LA PALABRA "LADY" EN EL DICCIONARIO DEL IDIOMA ESPAÑOL COMO DEFINICIÓN DE "MUJER PROBLEMÁTICA",Education,Fake
http://www.elruinaversal.com/2018/05/06/yordi-rosado-escribira-y-disenara-los-nuevos-libros-de-texto-de-la-sep-para-hacerlos-mas-atractivos/,YORDI ROSADO ESCRIBIRÁ Y DISEÑARÁ LOS NUEVOS LIBROS DE TEXTO DE LA SEP PARA HACERLOS MÁS ATRACTIVOS,Education,Fake
https://redaccion.lamula.pe/2018/06/19/memoria-derechos-humanos-conflicto-armado-interno-peru-ministerio-educacion-libros-secundaria-cnddhh/jorgepaucar/,pretenden aprobar libros escolares con contenido sesgado sobre el conflicto armado interno,Education,Fake
http://www.elruinaversal.com/2017/05/06/unam-realizara-pruebas-antidoping-a-estudiantes-de-sociologia-y-filosofia-expulsaran-a-los-que-den-positivo/,UNAM REALIZARÁ PRUEBAS ANTIDOPING A ESTUDIANTES DE SOCIOLOGÍA Y FILOSOFÍA; EXPULSARÁN A LOS QUE DEN POSITIVO,Education,Fake
https://elpais.com/elpais/2018/03/28/icon/1522232572_682924.html,*NUMBER* palabras que creíamos inaceptables y que la RAE (sorprendentemente) aprueba,Education,True
https://www.excelsior.com.mx/nacional/2015/09/07/1044371,La UNAM limpia aulas de alumnos rezagados,Education,True
http://www.jornada.com.mx/2018/04/20/politica/016n2pol,Presentan la UNAM y la CNDH un portal educativo en Internet,Education,True
http://www.elruinaversal.com/2017/05/19/pietro-boselli-el-maestro-mas-sexy-del-mundo-dara-clases-en-la-unam/,PIETRO BOSELLI EL MAESTRO MÁS SEXY DEL MUNDO DARÁ CLASES EN LA UNAM,Education,Fake
http://www.elruinaversal.com/2018/01/18/ine-permitira-a-ciudadanos-poner-filtros-y-retoques-en-su-foto-de-la-credencial-de-elector/,INE permitirá a ciudadanos poner filtros y retoques en su foto de la credencial de elector,Society,Fake
https://www.eldizque.com/el-consentimiento-sexual-debera-de-ser-por-escrito/,El consentimiento sexual deberá de ser por escrito,Society,Fake
https://politica.elpais.com/politica/2018/06/19/actualidad/1529407111_939863.html,El PSOE reactiva el debate sobre la eutanasia,Society,True
http://www.argumentopolitico.com/2018/03/la-mayoria-de-los-mexicanos-son-indios.html,La mayoría de los mexicanos son indios y flojos: Angélica Rivera,Society,Fake
http://todoinforme.com/al-descubierto-revelan-los-nexos-que-tiene-angelica-rivera-con-los-sicarios-y-explota-la-bomba/,AL DESCUBIERTO: REVELAN LOS NEXOS QUE TIENE ANGÉLICA RIVERA CON LOS SICARIOS Y EXPLOTA LA BOMBA,Society,Fake
https://www.lanacion.com.ar/1814829-escultura-de-un-angel-caido-genera-un-fuerte-impacto-en-las-redes-sociales,Escultura de un angel caído genera un fuerte impacto en las redes sociales,Society,True
http://www.milenio.com/ciudad/actualizan-lineamientos-para-abortar-en-la-cdmx,Actualizan lineamientos para abortar en la CdMx,Society,True
https://gutenberg.rocks/facebook-cerrara-cuenta-tienes-mala-ortografia/,Facebook cerrará tu cuenta si tienes mala ortografía,Society,Fake
https://www.proceso.com.mx/456982/whatsapp-alepo-escapatoria,WhatsApp desde Alepo: "No hay escapatoria",Society,True
https://www.eldizque.com/los-comerciantes-de-tepito-felices-con-el-triunfo-de-donald-trump/,Los comerciantes de Tepito felices con el triunfo de Donald Trump,Society,Fake
http://www.bbc.com/mundo/noticias-37433981,¿Por qué los japoneses tienen cada vez menos sexo?,Society,True
https://www.eldizque.com/desamigar-en-facebook-se-considerara-como-discriminacion/,"Desamigar" en Facebook se considerará como discriminación,Society,Fake
http://www.lavanguardia.com/cultura/20180521/443750740061/hitler-berlin-1945-muerte-cientificos.html,Los científicos lo confirman: Hitler murió en Berlín en *NUMBER*,Society,True
https://www.eldizque.com/aunque-ya-fue-aprobado-los-americanistas-rechazan-el-cambio-de-nombre-para-el-estadio-azteca/,Aunque ya fue aprobado los americanistas rechazan el cambio de nombre para el Estadio Azteca,Society,Fake
https://cnnespanol.cnn.com/2018/05/13/emma-y-liam-los-nombres-mas-populares-de-bebes-en-estados-unidos/,Emma y Liam: los nombres para bebé más populares en Estados Unidos,Society,True
http://www.ejecentral.com.mx/principe-saudi-se-suicida-para-evitar-extradicion/,Príncipe saudí se suicida para evitar extradición,Society,Fake
http://www.elfinanciero.com.mx/mundo/sugar-daddy-millones-de-estudiantes-pagan-deudas-universitarias-con-su-ayuda,Sugar daddy': millones de estudiantes pagan deudas universitarias con su ayuda,Society,True
https://elpais.com/sociedad/2013/06/14/actualidad/1371205775_599361.html,El obispo de Córdoba: "Las mujeres jamás podrán ejercer el sacerdocio",Society,True
https://www.abcnoticias.mx/joven-coahuilense-convivira-con-premios-nobel/101304,Joven coahuilense convivirá con premios Nobel.,Society,Fake
https://haynoticia.es/madrid-abre-primer-centro-tratamiento-la-homosexualidad/,Madrid abre el primer Centro para el tratamiento de la Homosexualidad,Society,Fake
https://elpais.com/cultura/2012/10/17/actualidad/1350463145_986012.html,Sale a la luz la correspondencia de Sigmund Freud con su hija Anna,Society,True
http://www.excelsior.com.mx/comunidad/2017/04/27/1159761,Abuelas que cuidan a sus nietos pueden solicitar apoyo alimentario,Society,True
http://www.eluniversal.com.mx/destinos/millennials-su-objetivo-es-presumir-viajes-en-redes-sociales,Millennials: su objetivo es presumir viajes en redes sociales,Society,True
